CUSTOMERID,FIRSTNAME,LASTNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,COUNTRY,REGION,EMAIL,PHONE,CREDITCARDTYPE,CREDITCARD,CREDITCARDEXPIRATIONYEAR,CREDITCARDEXPIRATIONMONTH,USERNAME,PASSWORD,AGE,INCOME,GENDER
33927,ZHQZXS,FZNAXELCUJ,6977244870 Dell Way,,KARACSZ,,0,China,2,FZNAXELCUJ@dell.com,6977244870,1,3.02E+15,2008,6,user33927,password,60,20000,M
33928,ENMJHP,DAYETJBTRE,3759623710 Dell Way,,ZLOXRMQ,,0,Chile,2,DAYETJBTRE@dell.com,3759623710,2,2.68E+15,2008,6,user33928,password,46,80000,F
33929,GEDLTQ,GCMHTJNNTQ,1153744145 Dell Way,,IULCLPJ,,0,France,2,GCMHTJNNTQ@dell.com,1153744145,3,5.06E+15,2008,6,user33929,password,77,40000,F
33930,HSTOQC,OUJLYWKYFL,4292007646 Dell Way,,KWFFKMM,,0,Russia,2,OUJLYWKYFL@dell.com,4292007646,4,4.41E+15,2008,6,user33930,password,71,100000,M
33931,DLACCI,CLTATUSPMS,3490595883 Dell Way,,GCQWJNM,,0,Australia,2,CLTATUSPMS@dell.com,3490595883,3,8.75E+15,2008,6,user33931,password,53,60000,M
33932,XIVODG,FHPCQMIEUV,8180522286 Dell Way,,MKVELJL,,0,Chile,2,FHPCQMIEUV@dell.com,8180522286,4,2.42E+15,2008,6,user33932,password,86,20000,F
33933,PNFEXL,SVIPFPISRE,7471549832 Dell Way,,JBZIELX,,0,Australia,2,SVIPFPISRE@dell.com,7471549832,1,4.45E+15,2008,6,user33933,password,54,80000,F
33934,HLFSVW,HUROPZRHCG,4845236728 Dell Way,,ANQSSLQ,,0,Australia,2,HUROPZRHCG@dell.com,4845236728,2,8.67E+15,2008,6,user33934,password,28,80000,M
33935,BHNUYC,XLOKONEZJX,1010480920 Dell Way,,OQHVAWY,,0,Japan,2,XLOKONEZJX@dell.com,1010480920,1,4.21E+15,2008,6,user33935,password,30,40000,M
33936,BAEQVG,OBFZRQQUDE,9242043762 Dell Way,,CTZQUAN,,0,Japan,2,OBFZRQQUDE@dell.com,9242043762,3,1.66E+15,2008,6,user33936,password,19,20000,F
33937,BNGTTE,SRGWEJVJGI,8559642602 Dell Way,,NPJYMVX,,0,France,2,SRGWEJVJGI@dell.com,8559642602,3,1.95E+15,2008,6,user33937,password,35,20000,M
33938,HBWGIM,CCLHVDXBBD,8892311370 Dell Way,,JOQZXTP,,0,China,2,CCLHVDXBBD@dell.com,8892311370,2,8.32E+15,2008,6,user33938,password,21,60000,F
33939,UCEDZX,WJUDDMLBHY,2909837604 Dell Way,,QGJZNIW,,0,Chile,2,WJUDDMLBHY@dell.com,2909837604,1,8.93E+15,2008,6,user33939,password,44,80000,M
33940,NGYZYJ,EKVIMVSYLN,5490193831 Dell Way,,WCIMPMY,,0,Japan,2,EKVIMVSYLN@dell.com,5490193831,1,7.52E+15,2008,6,user33940,password,42,80000,F
33941,JTALRE,ZEXCJNLKJC,4828990454 Dell Way,,MSZVYRE,,0,China,2,ZEXCJNLKJC@dell.com,4828990454,5,2.29E+15,2008,6,user33941,password,36,80000,F
33942,INMMLV,YNYOWKHPWS,7984086799 Dell Way,,LYQXIUW,,0,Australia,2,YNYOWKHPWS@dell.com,7984086799,5,3.36E+15,2008,6,user33942,password,73,100000,M
33943,DVZBGV,XBSLJENFRF,9185606224 Dell Way,,TZCCUEI,,0,South Africa,2,XBSLJENFRF@dell.com,9185606224,1,6.62E+15,2008,6,user33943,password,69,60000,M
33944,FZCIKD,VYUASUNRTC,9528710738 Dell Way,,IRPSYJQ,,0,South Africa,2,VYUASUNRTC@dell.com,9528710738,2,9.25E+15,2008,6,user33944,password,72,20000,M
33945,EYWZMK,ZKXBCDXQNE,1703599755 Dell Way,,VZMUQSH,,0,Australia,2,ZKXBCDXQNE@dell.com,1703599755,4,2.34E+15,2008,6,user33945,password,61,20000,F
33946,CXONLV,JDTTDOBZHA,3204307110 Dell Way,,SLDILBK,,0,Germany,2,JDTTDOBZHA@dell.com,3204307110,2,3.04E+15,2008,6,user33946,password,22,20000,M
33947,IAILGX,CCXYYJTGGZ,1994979859 Dell Way,,GHBWSTF,,0,Japan,2,CCXYYJTGGZ@dell.com,1994979859,2,6.92E+15,2008,6,user33947,password,36,40000,F
33948,DSXBJO,ZEMJKMUUQX,5899431624 Dell Way,,EASBLLM,,0,UK,2,ZEMJKMUUQX@dell.com,5899431624,1,8.29E+15,2008,6,user33948,password,35,100000,F
33949,UNLUEJ,ZJGONLOBSR,1016872779 Dell Way,,VXAWWJU,,0,France,2,ZJGONLOBSR@dell.com,1016872779,4,4.63E+15,2008,6,user33949,password,27,20000,M
33950,TQGYOE,UBPNNCVNVT,1253829018 Dell Way,,DGRYFQF,,0,South Africa,2,UBPNNCVNVT@dell.com,1253829018,1,1.81E+15,2008,6,user33950,password,84,100000,M
33951,NMQKUO,YXOXNIDGIS,7599369329 Dell Way,,SXQQLLD,,0,France,2,YXOXNIDGIS@dell.com,7599369329,3,7.94E+15,2008,6,user33951,password,43,100000,F
33952,EPMOAA,YSIKCUENCP,5057873668 Dell Way,,HSZRCHF,,0,Australia,2,YSIKCUENCP@dell.com,5057873668,4,9.49E+15,2008,6,user33952,password,68,100000,F
33953,TXTERF,BTDCQKDWIH,9190680088 Dell Way,,NDCMBIB,,0,China,2,BTDCQKDWIH@dell.com,9190680088,4,7.14E+15,2008,6,user33953,password,81,20000,M
33954,FKXQSM,FCSXKRUENU,2005060430 Dell Way,,YGHEZUK,,0,Germany,2,FCSXKRUENU@dell.com,2005060430,1,9.85E+15,2008,6,user33954,password,82,60000,M
33955,YNFCFB,UMVDLPBTNH,7466082999 Dell Way,,PWVKDFH,,0,South Africa,2,UMVDLPBTNH@dell.com,7466082999,5,1.45E+15,2008,6,user33955,password,83,20000,M
33956,CAGBXJ,WHSJNNTCAH,2194030114 Dell Way,,KDCMKZZ,,0,Russia,2,WHSJNNTCAH@dell.com,2194030114,2,7.03E+15,2008,6,user33956,password,56,20000,F
33957,NFRWSF,SKQMEHNAVI,5947147766 Dell Way,,VTIJOKZ,,0,UK,2,SKQMEHNAVI@dell.com,5947147766,4,3.08E+15,2008,6,user33957,password,53,40000,M
33958,MFHXTJ,EPDSCSUIRU,2276613901 Dell Way,,CHOOMXE,,0,Russia,2,EPDSCSUIRU@dell.com,2276613901,3,9.74E+15,2008,6,user33958,password,40,60000,M
33959,IWSIOC,EGDKPHAJRY,2277721427 Dell Way,,SNXWABC,,0,France,2,EGDKPHAJRY@dell.com,2277721427,3,9.50E+15,2008,6,user33959,password,61,80000,M
33960,TNGEUA,NMECKJXDAJ,9648381148 Dell Way,,XFDCFDW,,0,Canada,2,NMECKJXDAJ@dell.com,9648381148,4,7.98E+15,2008,6,user33960,password,67,40000,F
33961,XLNLVS,SVGFZIITII,6303159468 Dell Way,,RNLLHHM,,0,Chile,2,SVGFZIITII@dell.com,6303159468,3,6.47E+15,2008,6,user33961,password,77,80000,F
33962,HEXEDF,YSLKTPXNQZ,4578174902 Dell Way,,HJIONEW,,0,Germany,2,YSLKTPXNQZ@dell.com,4578174902,4,7.98E+15,2008,6,user33962,password,67,40000,F
33963,NBXHDX,FIDWVWTMSE,1599286852 Dell Way,,JOCFOUP,,0,South Africa,2,FIDWVWTMSE@dell.com,1599286852,3,6.06E+15,2008,6,user33963,password,90,60000,F
33964,OSNOOO,LBEZWQUGNI,7673119549 Dell Way,,FSUUMNA,,0,South Africa,2,LBEZWQUGNI@dell.com,7673119549,3,1.12E+15,2008,6,user33964,password,84,40000,M
33965,CEPMEY,GUXUUSKIOR,6597573344 Dell Way,,GZTLMEC,,0,UK,2,GUXUUSKIOR@dell.com,6597573344,2,2.13E+15,2008,6,user33965,password,80,60000,F
33966,QMNOBQ,KBOJSSLLTC,1575584930 Dell Way,,LKAEGPU,,0,China,2,KBOJSSLLTC@dell.com,1575584930,5,8.35E+15,2008,6,user33966,password,30,40000,M
33967,XHBGFY,ZIYPPTIRZC,8953007522 Dell Way,,WISFGWB,,0,Canada,2,ZIYPPTIRZC@dell.com,8953007522,3,9.62E+15,2008,6,user33967,password,19,100000,M
33968,GUJPWU,HSAICGZLNW,9288591290 Dell Way,,DQDORRM,,0,Chile,2,HSAICGZLNW@dell.com,9288591290,1,3.88E+15,2008,6,user33968,password,19,40000,F
33969,OHBVYD,XNJSSKEGBH,1301153792 Dell Way,,FTDURDK,,0,China,2,XNJSSKEGBH@dell.com,1301153792,4,7.01E+15,2008,6,user33969,password,41,100000,F
33970,UQIQBE,OXUXEPWYQE,6026139505 Dell Way,,VGSSBRA,,0,China,2,OXUXEPWYQE@dell.com,6026139505,4,3.59E+15,2008,6,user33970,password,19,60000,M
33971,KKVLSW,QYUSMQDWJN,9050876879 Dell Way,,ORUAALP,,0,Germany,2,QYUSMQDWJN@dell.com,9050876879,4,2.37E+15,2008,6,user33971,password,85,20000,M
33972,IABTUU,ZMJVZFVUAH,2984950877 Dell Way,,JZCRUOI,,0,China,2,ZMJVZFVUAH@dell.com,2984950877,2,5.02E+15,2008,6,user33972,password,73,20000,M
33973,KELLUJ,DPMGVONAFW,5359218057 Dell Way,,IBIQWLW,,0,Russia,2,DPMGVONAFW@dell.com,5359218057,3,6.42E+15,2008,6,user33973,password,37,60000,M
33974,IOVHMT,EPGWVJLBNC,6934100947 Dell Way,,GFNWHDU,,0,UK,2,EPGWVJLBNC@dell.com,6934100947,1,1.29E+15,2008,6,user33974,password,51,100000,F
33975,ULEVRA,FWFEBPWJAI,8934907582 Dell Way,,IUJKZVY,,0,Chile,2,FWFEBPWJAI@dell.com,8934907582,2,6.77E+15,2008,6,user33975,password,23,20000,F
33976,WWLLGE,YJLZWSTTUB,5019031614 Dell Way,,JMBVAJN,,0,South Africa,2,YJLZWSTTUB@dell.com,5019031614,1,7.90E+15,2008,6,user33976,password,38,100000,M
33977,ZVAWYU,GRHKBJHVHU,7816997666 Dell Way,,NFUWYES,,0,Chile,2,GRHKBJHVHU@dell.com,7816997666,2,6.10E+15,2008,6,user33977,password,64,100000,M
33978,BMSMTI,TKAAWWTPCM,2676426051 Dell Way,,OVDFUWR,,0,China,2,TKAAWWTPCM@dell.com,2676426051,5,9.72E+15,2008,6,user33978,password,23,100000,M
33979,HGSUTI,HSHIUDLUVR,4775100357 Dell Way,,FRCGBKJ,,0,France,2,HSHIUDLUVR@dell.com,4775100357,3,2.21E+15,2008,6,user33979,password,63,60000,M
33980,UWEBGR,EESFKJXZGW,3056430666 Dell Way,,TAIOTGC,,0,France,2,EESFKJXZGW@dell.com,3056430666,2,1.08E+15,2008,6,user33980,password,74,100000,M
33981,GJGNLZ,KNSALESWOD,7477714726 Dell Way,,TZVPUPZ,,0,Japan,2,KNSALESWOD@dell.com,7477714726,4,8.74E+15,2008,6,user33981,password,53,40000,F
33982,UWERZP,AAJCCKZEDP,9848708579 Dell Way,,LADUGKE,,0,Canada,2,AAJCCKZEDP@dell.com,9848708579,4,8.37E+15,2008,6,user33982,password,28,100000,F
33983,STEMOZ,ESSZFPFQNR,7075127713 Dell Way,,DMDDPYI,,0,Germany,2,ESSZFPFQNR@dell.com,7075127713,3,3.59E+15,2008,6,user33983,password,75,20000,M
33984,EOHBJI,ZSJBLJRGIO,4908808967 Dell Way,,TNUGBWE,,0,Germany,2,ZSJBLJRGIO@dell.com,4908808967,5,6.96E+15,2008,6,user33984,password,20,20000,F
33985,LVMBHT,QRIOKFNGTM,2343373040 Dell Way,,EXPZJWD,,0,France,2,QRIOKFNGTM@dell.com,2343373040,1,2.73E+15,2008,6,user33985,password,61,100000,F
33986,KXOHDM,GXVELTVFDJ,9581336601 Dell Way,,JVHMRBZ,,0,Chile,2,GXVELTVFDJ@dell.com,9581336601,5,8.90E+15,2008,6,user33986,password,83,100000,F
33987,QDVZGT,EGVOXZNSDO,5035732506 Dell Way,,EWFOFKZ,,0,China,2,EGVOXZNSDO@dell.com,5035732506,3,2.48E+15,2008,6,user33987,password,33,80000,M
33988,JNAQIO,LCVVGJSVQZ,1116406014 Dell Way,,OLMHNRV,,0,Germany,2,LCVVGJSVQZ@dell.com,1116406014,3,8.22E+15,2008,6,user33988,password,75,80000,F
33989,HSNOAH,ELLURJBQXQ,2588264108 Dell Way,,JIPPULK,,0,Japan,2,ELLURJBQXQ@dell.com,2588264108,4,5.96E+15,2008,6,user33989,password,35,80000,M
33990,YTWSVZ,RYITENUZXT,9075864665 Dell Way,,AWPVCAI,,0,Russia,2,RYITENUZXT@dell.com,9075864665,2,6.25E+15,2008,6,user33990,password,46,40000,M
33991,HBYFKY,CMPGHPCSYT,2825841316 Dell Way,,JQEWFYP,,0,China,2,CMPGHPCSYT@dell.com,2825841316,3,2.72E+15,2008,6,user33991,password,57,80000,F
33992,LFNCQN,PTXZAAYZFA,1125769430 Dell Way,,IMBIBFS,,0,Japan,2,PTXZAAYZFA@dell.com,1125769430,4,1.84E+15,2008,6,user33992,password,55,80000,F
33993,MPOVYP,QESJYTLVAS,1815187902 Dell Way,,GYCDDEX,,0,Chile,2,QESJYTLVAS@dell.com,1815187902,4,9.34E+15,2008,6,user33993,password,80,60000,M
33994,WEKWEN,ADJVIXCHCS,9111600850 Dell Way,,OHCMCWC,,0,China,2,ADJVIXCHCS@dell.com,9111600850,4,6.77E+15,2008,6,user33994,password,62,80000,F
33995,ICDWUL,HHDYNTLSXX,8511392692 Dell Way,,OXZAWVO,,0,Germany,2,HHDYNTLSXX@dell.com,8511392692,1,4.02E+15,2008,6,user33995,password,68,80000,M
33996,FHFHNQ,AYAGXGQOKG,5812699462 Dell Way,,SCOVDHP,,0,Chile,2,AYAGXGQOKG@dell.com,5812699462,5,7.42E+15,2008,6,user33996,password,48,20000,F
33997,FUXCOB,VSGRNGADZL,3344388573 Dell Way,,TFEZLKD,,0,Australia,2,VSGRNGADZL@dell.com,3344388573,4,6.79E+15,2008,6,user33997,password,46,80000,M
33998,YAPIZB,ZMTJVKCEBK,1272408630 Dell Way,,VPDGUHX,,0,South Africa,2,ZMTJVKCEBK@dell.com,1272408630,1,4.90E+15,2008,6,user33998,password,75,60000,F
33999,TZOOVV,GSWIXSKXCJ,9391880238 Dell Way,,MEIYOBS,,0,Canada,2,GSWIXSKXCJ@dell.com,9391880238,4,3.55E+15,2008,6,user33999,password,68,60000,F
34000,YGMWRZ,SPUXFBDHLL,4100408231 Dell Way,,BHPPXPC,,0,China,2,SPUXFBDHLL@dell.com,4100408231,1,9.58E+15,2008,6,user34000,password,46,100000,M
34001,EPFJMB,QBHRGCMEKH,9285204918 Dell Way,,SHEGAKW,,0,France,2,QBHRGCMEKH@dell.com,9285204918,1,1.52E+15,2008,6,user34001,password,19,40000,F
34002,HNIBEG,ZGAFPTNLVV,1643723575 Dell Way,,TQPMJVB,,0,Chile,2,ZGAFPTNLVV@dell.com,1643723575,4,5.44E+15,2008,6,user34002,password,55,20000,F
34003,UNORLV,NJKQTABJJZ,3494610551 Dell Way,,DIVBKEU,,0,Russia,2,NJKQTABJJZ@dell.com,3494610551,1,4.14E+15,2008,6,user34003,password,69,20000,F
34004,JBSRRJ,QCGLYMWSSY,9422893905 Dell Way,,AXMCDDF,,0,Russia,2,QCGLYMWSSY@dell.com,9422893905,2,3.11E+15,2008,6,user34004,password,71,20000,F
34005,KFDVHP,TFPBARUZKO,6140435752 Dell Way,,WXKXSJW,,0,Russia,2,TFPBARUZKO@dell.com,6140435752,3,4.30E+15,2008,6,user34005,password,24,60000,F
34006,TPAAJX,MVVSYUMCJQ,1729784929 Dell Way,,LWZRPJF,,0,China,2,MVVSYUMCJQ@dell.com,1729784929,4,7.90E+15,2008,6,user34006,password,50,100000,F
34007,EPLVIV,MZAXKXVPFI,3976675960 Dell Way,,DBXVCRO,,0,Russia,2,MZAXKXVPFI@dell.com,3976675960,4,8.74E+15,2008,6,user34007,password,35,40000,M
34008,QNAGRT,HEWBTPUBHE,7783529662 Dell Way,,NSEURBJ,,0,Canada,2,HEWBTPUBHE@dell.com,7783529662,3,3.78E+15,2008,6,user34008,password,40,100000,F
34009,ANEFDY,HMQQYLFLVQ,7693420095 Dell Way,,MIUOPGH,,0,Australia,2,HMQQYLFLVQ@dell.com,7693420095,3,3.47E+15,2008,6,user34009,password,80,60000,F
34010,LUCNXT,ENKJGJHMHA,5341082016 Dell Way,,WHIKCZS,,0,Chile,2,ENKJGJHMHA@dell.com,5341082016,3,4.77E+15,2008,6,user34010,password,41,100000,F
34011,FPMKSZ,CCTCEIATPC,5184642179 Dell Way,,NVUBYYY,,0,Germany,2,CCTCEIATPC@dell.com,5184642179,3,8.17E+15,2008,6,user34011,password,20,80000,M
34012,ZESRGV,LQOPYDIKUA,4158867509 Dell Way,,FGOHSGR,,0,Germany,2,LQOPYDIKUA@dell.com,4158867509,2,4.35E+15,2008,6,user34012,password,82,80000,F
34013,BHZQIT,WHPIQHYRSS,8927832208 Dell Way,,ZAGEIOR,,0,China,2,WHPIQHYRSS@dell.com,8927832208,4,3.42E+15,2008,6,user34013,password,86,60000,F
34014,ITBRVH,GNVTPSHWGS,5202015459 Dell Way,,PHINKHI,,0,Australia,2,GNVTPSHWGS@dell.com,5202015459,5,9.60E+15,2008,6,user34014,password,30,80000,M
34015,BMCMGW,TMCTSRWCNT,7121950734 Dell Way,,JMWQLCW,,0,Japan,2,TMCTSRWCNT@dell.com,7121950734,4,4.60E+15,2008,6,user34015,password,52,20000,M
34016,HRKJFL,GEFAPLPQVQ,2997656983 Dell Way,,UMBXQLH,,0,South Africa,2,GEFAPLPQVQ@dell.com,2997656983,3,8.71E+15,2008,6,user34016,password,57,100000,F
34017,CTXGJN,QLGHRGXZBD,1730191464 Dell Way,,KOGZLMB,,0,Russia,2,QLGHRGXZBD@dell.com,1730191464,5,3.39E+15,2008,6,user34017,password,38,100000,M
34018,WLWNOH,TGNADFUTGC,5028773305 Dell Way,,VOQYFJU,,0,Germany,2,TGNADFUTGC@dell.com,5028773305,4,4.37E+15,2008,6,user34018,password,33,20000,M
34019,IJEECA,UHUUBPCKRW,6074036281 Dell Way,,HCNUVAV,,0,South Africa,2,UHUUBPCKRW@dell.com,6074036281,2,5.74E+15,2008,6,user34019,password,40,60000,M
34020,LURUYU,BQODOZIMHN,1565078621 Dell Way,,RZNEAXL,,0,Canada,2,BQODOZIMHN@dell.com,1565078621,1,6.84E+15,2008,6,user34020,password,67,80000,F
34021,GODNKF,MZDASNRLZT,5125087085 Dell Way,,HZZRSOC,,0,Canada,2,MZDASNRLZT@dell.com,5125087085,2,4.18E+15,2008,6,user34021,password,19,60000,M
34022,MWKWDY,VHEYQECQLU,3827421945 Dell Way,,WIXFSYJ,,0,UK,2,VHEYQECQLU@dell.com,3827421945,3,2.15E+15,2008,6,user34022,password,54,20000,M
34023,FQGUGZ,TPEZSACNSF,3141158753 Dell Way,,BBWVEZT,,0,China,2,TPEZSACNSF@dell.com,3141158753,2,5.35E+15,2008,6,user34023,password,52,20000,F
34024,BMMFEY,DIFYTOPIPP,2882192344 Dell Way,,UBGUOBF,,0,Germany,2,DIFYTOPIPP@dell.com,2882192344,5,5.27E+15,2008,6,user34024,password,61,20000,M
34025,LMQZOK,CELWAIQJVO,8793117707 Dell Way,,CWEDDEV,,0,South Africa,2,CELWAIQJVO@dell.com,8793117707,2,4.67E+15,2008,6,user34025,password,58,80000,F
34026,XWQKQE,KOMHSLNZCM,3162211881 Dell Way,,JGWFZOB,,0,South Africa,2,KOMHSLNZCM@dell.com,3162211881,1,6.62E+15,2008,6,user34026,password,80,20000,F
34027,PYNCUM,LSWSLSDBBA,1428950340 Dell Way,,UUNIHQX,,0,Australia,2,LSWSLSDBBA@dell.com,1428950340,3,1.92E+15,2008,6,user34027,password,55,40000,M
34028,YOLCUH,TQKTNECOSA,1010600664 Dell Way,,HPHRVWF,,0,Chile,2,TQKTNECOSA@dell.com,1010600664,3,2.88E+15,2008,6,user34028,password,32,40000,M
34029,SIKBJN,WMGDTIDECP,7621545787 Dell Way,,MEMIEAY,,0,China,2,WMGDTIDECP@dell.com,7621545787,5,3.81E+15,2008,6,user34029,password,90,40000,M
34030,IRIAQC,GXRDRTFSKJ,8144098378 Dell Way,,QIGYPFZ,,0,Russia,2,GXRDRTFSKJ@dell.com,8144098378,2,1.33E+15,2008,6,user34030,password,76,80000,F
34031,AGXTWP,NUYNCQUUQJ,7646677327 Dell Way,,RYOEZDU,,0,Chile,2,NUYNCQUUQJ@dell.com,7646677327,3,8.18E+15,2008,6,user34031,password,72,40000,F
34032,BFXIPH,GIKRUNEEHQ,8432326694 Dell Way,,TLCZFIT,,0,Japan,2,GIKRUNEEHQ@dell.com,8432326694,5,8.79E+15,2008,6,user34032,password,71,100000,M
34033,AFPXKW,QGIQLLPHCT,8037666858 Dell Way,,OJUBGBI,,0,Russia,2,QGIQLLPHCT@dell.com,8037666858,3,5.89E+15,2008,6,user34033,password,37,60000,M
34034,XLAWNA,IBMUBESSMX,1889476894 Dell Way,,CNEKZBL,,0,Australia,2,IBMUBESSMX@dell.com,1889476894,1,2.37E+15,2008,6,user34034,password,57,80000,M
34035,LJLHBO,HOHILGVSWI,8863216770 Dell Way,,ZFHFTMJ,,0,UK,2,HOHILGVSWI@dell.com,8863216770,5,4.25E+15,2008,6,user34035,password,58,100000,F
34036,PBHCPN,LKGIXQJGXM,6274907078 Dell Way,,WBFUROH,,0,UK,2,LKGIXQJGXM@dell.com,6274907078,4,1.02E+15,2008,6,user34036,password,36,60000,F
34037,WXXUPF,JXTHECFGNG,3874893629 Dell Way,,TEEGJQL,,0,China,2,JXTHECFGNG@dell.com,3874893629,1,8.75E+15,2008,6,user34037,password,28,40000,F
34038,NTFBYC,FJGTVTMNBO,8199133414 Dell Way,,LHIOMQZ,,0,Chile,2,FJGTVTMNBO@dell.com,8199133414,1,1.23E+15,2008,6,user34038,password,38,40000,F
34039,ZRUAVZ,MVVIHEZIXU,3170748015 Dell Way,,PYRWEZX,,0,Australia,2,MVVIHEZIXU@dell.com,3170748015,5,3.17E+15,2008,6,user34039,password,71,60000,M
34040,ORCHXG,IBKDQLXHKO,4131699686 Dell Way,,JZRKOSW,,0,Germany,2,IBKDQLXHKO@dell.com,4131699686,4,3.72E+15,2008,6,user34040,password,53,40000,F
34041,TPDBFS,UGIGLWXHKU,9521554931 Dell Way,,SPHSWXP,,0,Russia,2,UGIGLWXHKU@dell.com,9521554931,3,8.77E+15,2008,6,user34041,password,45,60000,M
34042,DTXSBJ,CBDDSCYDLA,6207409606 Dell Way,,FHVAQTN,,0,Canada,2,CBDDSCYDLA@dell.com,6207409606,2,2.58E+15,2008,6,user34042,password,27,60000,M
34043,DCYWIP,VSGVRKIFRQ,1006159081 Dell Way,,WOTKXVQ,,0,Russia,2,VSGVRKIFRQ@dell.com,1006159081,5,1.55E+15,2008,6,user34043,password,71,80000,M
34044,OPNCLE,JVTSJDLDPB,9227406218 Dell Way,,OHVODFM,,0,Australia,2,JVTSJDLDPB@dell.com,9227406218,1,1.70E+15,2008,6,user34044,password,88,60000,F
34045,AKKBDV,JZMDXFRISK,4102409499 Dell Way,,NCVYDWJ,,0,Australia,2,JZMDXFRISK@dell.com,4102409499,4,2.39E+15,2008,6,user34045,password,42,60000,M
34046,ITKCGP,DFWVFHOVJZ,9751582799 Dell Way,,VCGQSOT,,0,Russia,2,DFWVFHOVJZ@dell.com,9751582799,5,1.79E+15,2008,6,user34046,password,88,40000,F
34047,PBJKFK,BZMBHAOYVV,3880167825 Dell Way,,KPQWQEN,,0,Germany,2,BZMBHAOYVV@dell.com,3880167825,3,2.07E+15,2008,6,user34047,password,36,20000,M
34048,OVVSRY,ARGEGTEUJM,1678809597 Dell Way,,VFPTSCQ,,0,Japan,2,ARGEGTEUJM@dell.com,1678809597,5,5.07E+15,2008,6,user34048,password,29,60000,M
34049,AYHBAM,FLSCUJJNLW,9442874610 Dell Way,,SEFBEVS,,0,South Africa,2,FLSCUJJNLW@dell.com,9442874610,5,8.83E+15,2008,6,user34049,password,29,40000,M
34050,RRKRYW,SMDXVJNIKS,3211460834 Dell Way,,JDCWVLQ,,0,Australia,2,SMDXVJNIKS@dell.com,3211460834,1,7.79E+15,2008,6,user34050,password,24,100000,M
34051,UQWQMC,GSUXTIWFUI,3264158048 Dell Way,,GFSBSOI,,0,UK,2,GSUXTIWFUI@dell.com,3264158048,5,6.64E+15,2008,6,user34051,password,37,20000,F
34052,SEOMBN,CDEXOJNVAO,3600726262 Dell Way,,BPMITCS,,0,Australia,2,CDEXOJNVAO@dell.com,3600726262,4,9.61E+15,2008,6,user34052,password,32,100000,F
34053,EVTYSA,KKPHFLODEL,2565969532 Dell Way,,VTSYAPL,,0,Russia,2,KKPHFLODEL@dell.com,2565969532,5,3.79E+15,2008,6,user34053,password,18,40000,F
34054,UYFORA,PEZXKTNRKH,1569191755 Dell Way,,IXWTAYD,,0,Russia,2,PEZXKTNRKH@dell.com,1569191755,5,1.20E+15,2008,6,user34054,password,67,40000,M
34055,SHPGIM,ZQLWRXIOGY,6384730344 Dell Way,,ZJARRYM,,0,France,2,ZQLWRXIOGY@dell.com,6384730344,2,4.90E+15,2008,6,user34055,password,90,20000,M
34056,LNRWPP,UFBZSTVVIQ,5807173239 Dell Way,,VMSRDPS,,0,Canada,2,UFBZSTVVIQ@dell.com,5807173239,5,3.80E+15,2008,6,user34056,password,37,60000,M
34057,SAZAOH,VTYUWJGSKB,2471973885 Dell Way,,EAZCAIB,,0,Russia,2,VTYUWJGSKB@dell.com,2471973885,4,4.99E+15,2008,6,user34057,password,32,40000,F
34058,WLUOTY,PPHDONSAIA,7439288331 Dell Way,,UTXKGZV,,0,France,2,PPHDONSAIA@dell.com,7439288331,5,5.37E+15,2008,6,user34058,password,44,80000,F
34059,WTXJRJ,MGHFWMXXIX,5675967868 Dell Way,,NBIDIBF,,0,Russia,2,MGHFWMXXIX@dell.com,5675967868,2,9.85E+15,2008,6,user34059,password,69,100000,M
34060,UKOKWO,HBTMMHJAAN,1857750125 Dell Way,,UGGFYQH,,0,Japan,2,HBTMMHJAAN@dell.com,1857750125,4,2.02E+15,2008,6,user34060,password,90,40000,F
34061,APFJSH,FBKSIQDFAV,4950800760 Dell Way,,TPFNKEK,,0,Germany,2,FBKSIQDFAV@dell.com,4950800760,4,1.11E+15,2008,6,user34061,password,25,20000,M
34062,HIXEJB,RYBBLKOJAN,6818867427 Dell Way,,VNPCWGC,,0,Germany,2,RYBBLKOJAN@dell.com,6818867427,3,7.10E+15,2008,6,user34062,password,18,20000,F
34063,CODDUI,AAJFXFQBQB,6639416911 Dell Way,,KHZYAVQ,,0,Chile,2,AAJFXFQBQB@dell.com,6639416911,4,3.39E+15,2008,6,user34063,password,89,60000,F
34064,EDHPPB,JLBWHRKOHX,1199235860 Dell Way,,ESYNBEC,,0,China,2,JLBWHRKOHX@dell.com,1199235860,1,2.98E+15,2008,6,user34064,password,89,40000,F
34065,EOUVZA,QCATYENSWM,6177084744 Dell Way,,EBMLYTF,,0,Canada,2,QCATYENSWM@dell.com,6177084744,3,1.01E+15,2008,6,user34065,password,40,20000,F
34066,DQLNCR,WKWKZVVWUW,1308104217 Dell Way,,YOSSPVZ,,0,Japan,2,WKWKZVVWUW@dell.com,1308104217,5,3.75E+15,2008,6,user34066,password,42,20000,M
34067,YJPABF,VVEZLJOROO,3861782325 Dell Way,,FUVGWFH,,0,UK,2,VVEZLJOROO@dell.com,3861782325,3,5.41E+15,2008,6,user34067,password,43,20000,M
34068,MRZTBE,DUJVFQIKLD,1152400379 Dell Way,,NVRXMIM,,0,Germany,2,DUJVFQIKLD@dell.com,1152400379,5,5.81E+15,2008,6,user34068,password,89,100000,M
